Order ID,Customer Name,Category,Sub Category,Cities,Order Date,Region,Sales,Discount,Profit,States,Postal Code
OD10249,Wendy,Beverages,Health Drinks,San Antonio,03/21/2020,West,2093.23,0.32,909.88,Iowa,IA
OD10250,Oscar,"Eggs, Meat & Fish",Chicken,Phoenix,05/24/2020,Northeast,1477.13,0.31,1043.93,New Jersey,NJ
OD10251,Xander,Snacks,Cookies,El Paso,12/08/2019,South,1482.52,0.21,399.22,New Hampshire,NH
OD10252,Quinn,Beverages,Soft Drinks,El Paso,02/26/2020,Northeast,1743,0.34,207.22,Rhode Island,RI
OD10253,Kyle,Snacks,Cookies,Houston,10/06/2020,South,586.65,0.11,485.34,Maine,ME
OD10254,Piper,Fruits & Veggies,Fresh Fruits,Columbus,07/09/2019,South,551.78,0.2,45.98,North Carolina,NC
OD10255,Xander,Beverages,Soft Drinks,San Jose,01/18/2019,West,691.15,0.17,291.08,Oklahoma,OK
OD10256,Gabby,Beverages,Health Drinks,Philadelphia,09/30/2019,South,980.97,0.2,101.12,Washington,WA
OD10257,Xena,Fruits & Veggies,Organic Vegetables,Detroit,11/05/2020,Midwest,1509.47,0.35,573.23,South Carolina,SC
OD10258,Jack,Bakery,Cakes,Seattle,04/20/2019,Midwest,1403.49,0.35,626.01,Hawaii,HI
OD10259,Henry,Snacks,Cookies,San Diego,12/07/2020,South,1497.13,0.19,69.51,New York,NY
OD10260,Owen,Food Grains,Flour,Jacksonville,09/06/2019,South,1814.05,0.11,513.14,Arizona,AZ
OD10261,Ulysses,Fruits & Veggies,Organic Fruits,El Paso,02/16/2019,South,1252.15,0.17,485.72,North Dakota,ND
OD10262,Dylan,Food Grains,Cereals,Detroit,05/03/2020,West,1347.21,0.11,859.65,Delaware,DE
OD10263,Alice,Fruits & Veggies,Organic Vegetables,Denver,10/25/2019,South,2312.86,0.26,910.13,Texas,TX
OD10264,Wendy,Beverages,Soft Drinks,Los Angeles,01/17/2020,South,1087.76,0.33,268.88,Indiana,IN
OD10265,Felix,"Eggs, Meat & Fish",Fish,San Francisco,07/12/2020,South,1891.2,0.33,60.69,Massachusetts,MA
OD10266,Katie,Fruits & Veggies,Fresh Vegetables,Dallas,11/06/2020,South,979.01,0.13,369.08,Ohio,OH
OD10267,Tessa,"Eggs, Meat & Fish",Mutton,Indianapolis,09/19/2020,Northeast,2479.17,0.34,889.95,South Dakota,SD
OD10268,Connor,Beverages,Health Drinks,El Paso,06/14/2020,West,2128.32,0.32,56.32,Utah,UT
OD10269,Ben,Food Grains,Flour,San Jose,12/25/2019,Midwest,1298.31,0.2,823.66,New Mexico,NM
OD10270,Yara,Snacks,Noodles,Boston,09/30/2019,South,1051.11,0.34,975.22,Colorado,CO
OD10271,Quinn,Fruits & Veggies,Organic Vegetables,Denver,02/06/2020,South,1149.21,0.12,483.89,Alabama,AL
OD10272,Chloe,"Eggs, Meat & Fish",Chicken,San Jose,12/12/2020,Northeast,737,0.3,984.18,Nebraska,NE
OD10273,Zach,Food Grains,Cereals,Charlotte,11/30/2020,Midwest,1038.37,0.32,285.91,Florida,FL
OD10274,Paul,Food Grains,Organic Staples,El Paso,12/14/2020,Northeast,1797.71,0.11,704.82,California,CA
OD10275,Luna,Oil & Masala,Masalas,San Francisco,04/17/2019,South,1416.97,0.33,834.55,Mississippi,MS
OD10276,Amelia,Food Grains,Flour,Washington,03/10/2020,Midwest,943.66,0.28,948.77,Wisconsin,WI
OD10277,Penelope,Fruits & Veggies,Organic Vegetables,San Antonio,12/29/2019,West,2370.29,0.15,766.4,Alaska,AK
OD10278,Bob,Snacks,Biscuits,Memphis,07/04/2019,Northeast,1692.27,0.2,965.81,Kansas,KS
OD10279,Bob,Food Grains,Flour,Denver,04/07/2020,Midwest,779.63,0.32,119.78,Montana,MT
OD10280,Bryan,Oil & Masala,Spices,Austin,01/08/2020,South,1446.42,0.31,255.49,Missouri,MO
OD10281,Yara,Fruits & Veggies,Fresh Fruits,San Jose,01/30/2019,West,1555.48,0.14,563.78,Idaho,ID
OD10282,Zara,Bakery,Breads & Buns,New York,10/07/2019,South,1832.21,0.17,1057.1,Minnesota,MN
OD10283,Isabel,Bakery,Breads & Buns,Jacksonville,05/14/2020,Midwest,1630.97,0.26,937.92,Vermont,VT
OD10284,Maddox,Bakery,Breads & Buns,Boston,03/11/2019,Midwest,1471.99,0.15,160.47,Louisiana,LA
OD10285,Gavin,"Eggs, Meat & Fish",Chicken,Fort Worth,10/10/2019,West,2252.48,0.14,576.97,Virginia,VA
OD10286,Quincy,Oil & Masala,Edible Oil & Ghee,Jacksonville,12/28/2020,South,595.32,0.31,121.23,Wyoming,WY
OD10287,Chloe,"Eggs, Meat & Fish",Mutton,San Diego,06/24/2019,Midwest,846.18,0.28,689.79,Georgia,GA
OD10288,Gavin,Food Grains,Flour,Austin,02/17/2020,Northeast,760.98,0.18,669.15,Nevada,NV
OD10289,Daniel,Oil & Masala,Masalas,Indianapolis,08/24/2020,South,782.34,0.14,465.3,Oregon,OR
OD10290,Jade,Beverages,Soft Drinks,Columbus,04/26/2020,Midwest,1433.18,0.33,172.43,Arkansas,AR
OD10291,Frank,Snacks,Cookies,Fort Worth,10/16/2020,West,1385.74,0.25,845.17,West Virginia,WV
OD10292,Wendy,"Eggs, Meat & Fish",Chicken,Jacksonville,09/21/2019,South,613.94,0.12,1104.92,Kentucky,KY
OD10293,Quentin,Snacks,Chocolates,Houston,01/13/2019,South,1606.26,0.31,1096.98,Illinois,IL
OD10294,Aiden,"Eggs, Meat & Fish",Mutton,San Diego,06/23/2020,West,807.12,0.29,490.3,Pennsylvania,PA
OD10295,Zane,Bakery,Breads & Buns,Washington,08/23/2020,South,2038.12,0.33,923.61,Connecticut,CT
OD10296,Xena,Oil & Masala,Masalas,Fort Worth,09/15/2020,West,1405.06,0.14,830.29,Tennessee,TN
OD10297,Eleanor,Fruits & Veggies,Organic Fruits,Jacksonville,11/05/2020,South,2459.49,0.18,929.03,Michigan,MI
OD10298,Delilah,Beverages,Soft Drinks,Houston,10/23/2020,South,2451.86,0.24,48.99,Maryland,MD
OD10299,Rebecca,Fruits & Veggies,Organic Vegetables,New York,06/05/2020,South,1830.31,0.22,1105.97,Iowa,IA
OD10300,Eleanor,Snacks,Noodles,Seattle,08/16/2019,Midwest,2373.94,0.11,160.61,New Jersey,NJ
OD10301,Abby,Fruits & Veggies,Fresh Fruits,Indianapolis,02/07/2020,West,1441.07,0.1,685.24,New Hampshire,NH
OD10302,Victor,Oil & Masala,Spices,Houston,11/10/2020,Midwest,1212.23,0.19,661.04,Rhode Island,RI
OD10303,Quinn,Beverages,Health Drinks,El Paso,06/11/2020,Northeast,1149.43,0.34,961.82,Maine,ME
OD10304,Jack,Oil & Masala,Edible Oil & Ghee,Boston,01/25/2020,South,2292.5,0.16,354.47,North Carolina,NC
OD10305,Eva,Bakery,Cakes,Chicago,03/26/2019,West,2256.15,0.18,213.86,Oklahoma,OK
OD10306,Vincent,Fruits & Veggies,Fresh Vegetables,Philadelphia,09/25/2019,South,1807.88,0.11,662.42,Washington,WA
OD10307,Ursula,Oil & Masala,Edible Oil & Ghee,El Paso,09/26/2020,Midwest,1058.01,0.16,92.56,South Carolina,SC
OD10308,Zach,Fruits & Veggies,Organic Fruits,Columbus,05/11/2019,South,1678.26,0.15,385.1,Hawaii,HI
OD10309,Luna,Fruits & Veggies,Organic Fruits,Denver,05/19/2020,Midwest,940.9,0.13,203.51,New York,NY
OD10310,Henry,Snacks,Chocolates,Philadelphia,12/17/2020,West,703.4,0.18,381.09,Arizona,AZ
OD10311,Ulysses,Fruits & Veggies,Fresh Fruits,Chicago,02/22/2019,West,2220.74,0.13,195,North Dakota,ND
OD10312,Natalie,"Eggs, Meat & Fish",Chicken,Fort Worth,04/29/2019,Midwest,1178.87,0.15,569.31,Delaware,DE
OD10313,Hannah,Beverages,Health Drinks,Seattle,04/30/2019,Midwest,981.15,0.26,408.25,Texas,TX
OD10314,Sophia,Beverages,Health Drinks,Washington,07/18/2020,Midwest,2343.29,0.25,689.37,Indiana,IN
OD10315,Taylor,Oil & Masala,Spices,Indianapolis,05/01/2020,West,2274.37,0.14,238.8,Massachusetts,MA
OD10316,Bryan,Food Grains,Cereals,Chicago,04/15/2020,South,1783.26,0.2,781.6,Ohio,OH
OD10317,Wendy,Snacks,Cookies,San Francisco,10/26/2020,South,2151.87,0.3,750.99,South Dakota,SD
OD10318,Quinn,Fruits & Veggies,Fresh Vegetables,San Antonio,12/06/2019,South,1886.73,0.25,429.87,Utah,UT
OD10319,Zane,Snacks,Chocolates,Detroit,05/20/2019,Northeast,1290.74,0.18,405.06,New Mexico,NM
OD10320,Rebecca,"Eggs, Meat & Fish",Chicken,Boston,07/02/2019,Midwest,2244.03,0.25,661.5,Colorado,CO
OD10321,Mia,"Eggs, Meat & Fish",Mutton,Dallas,01/18/2019,West,1343.08,0.24,84.22,Alabama,AL
OD10322,Ivy,Oil & Masala,Masalas,Indianapolis,05/01/2019,West,547.57,0.34,540.89,Nebraska,NE
OD10323,Hayden,Fruits & Veggies,Fresh Vegetables,Los Angeles,12/14/2019,West,969.65,0.29,622.75,Florida,FL
OD10324,David,Bakery,Breads & Buns,Washington,06/20/2019,Midwest,1267.94,0.1,215.21,California,CA
OD10325,Delilah,Bakery,Breads & Buns,Houston,09/20/2019,West,1534.74,0.24,645.79,Mississippi,MS
OD10326,Piper,Oil & Masala,Masalas,Seattle,06/15/2020,Midwest,1793.72,0.22,227.89,Wisconsin,WI
OD10327,Gina,Oil & Masala,Edible Oil & Ghee,Charlotte,02/09/2020,South,1850.48,0.2,188.51,Alaska,AK
OD10328,Victor,Bakery,Cakes,Los Angeles,01/22/2019,Midwest,1101.62,0.35,111.52,Kansas,KS
OD10329,Zara,Snacks,Chocolates,San Antonio,02/02/2019,South,577.57,0.13,1074.15,Montana,MT
OD10330,Maddox,Bakery,Breads & Buns,Dallas,08/08/2020,West,1108.24,0.14,740.8,Missouri,MO
OD10331,Nina,"Eggs, Meat & Fish",Chicken,Austin,08/24/2019,West,1661.31,0.23,572.51,Idaho,ID
OD10332,Finn,"Eggs, Meat & Fish",Eggs,Detroit,05/04/2019,West,834.2,0.22,55.99,Minnesota,MN
OD10333,Ben,Bakery,Breads & Buns,Denver,02/26/2019,Northeast,1137.45,0.3,349.11,Vermont,VT
OD10334,Natalie,Snacks,Chocolates,Indianapolis,08/20/2019,West,1522.14,0.17,560.06,Louisiana,LA
OD10335,Maddox,"Eggs, Meat & Fish",Chicken,Philadelphia,02/06/2020,Midwest,2236.29,0.16,1082.18,Virginia,VA
OD10336,Kyle,Food Grains,Flour,Fort Worth,10/03/2019,Midwest,2365.85,0.33,299,Wyoming,WY
OD10337,Travis,Bakery,Breads & Buns,Seattle,04/20/2019,Midwest,2415.01,0.19,153.55,Georgia,GA
OD10338,Violet,Beverages,Soft Drinks,El Paso,03/11/2019,West,2154.32,0.25,247.24,Nevada,NV
OD10339,Jake,"Eggs, Meat & Fish",Eggs,Detroit,06/27/2020,South,1780.6,0.27,518.41,Oregon,OR
OD10340,Zane,Snacks,Noodles,Austin,11/22/2020,Midwest,2338.48,0.26,1078.28,Arkansas,AR
OD10341,Henry,Food Grains,Cereals,Detroit,08/21/2019,South,1027.31,0.32,253.95,West Virginia,WV
OD10342,Leo,Oil & Masala,Masalas,Phoenix,07/09/2019,Northeast,2352.82,0.3,774.99,Kentucky,KY
OD10343,Amelia,Beverages,Soft Drinks,Seattle,08/05/2020,West,2412.44,0.22,26.67,Illinois,IL
OD10344,Wendy,Food Grains,Organic Staples,Detroit,10/05/2020,South,2144.57,0.28,1041.92,Pennsylvania,PA
OD10345,Victor,Fruits & Veggies,Organic Vegetables,Columbus,12/20/2020,South,1970.27,0.12,763.12,Connecticut,CT
OD10346,Zane,Bakery,Cakes,Detroit,03/29/2019,South,1270.62,0.34,1065.63,Tennessee,TN
OD10347,Amelia,Food Grains,Cereals,Phoenix,05/20/2019,South,1917.48,0.22,730.89,Michigan,MI
OD10348,Alice,Food Grains,Rice,Charlotte,03/21/2020,West,1680.11,0.28,1068.93,Maryland,MD
OD10349,Olivia,Bakery,Breads & Buns,El Paso,03/02/2019,South,2098.22,0.24,699.49,Iowa,IA
OD10350,Bryan,Oil & Masala,Edible Oil & Ghee,Fort Worth,12/09/2019,Northeast,2115.75,0.34,462.57,New Jersey,NJ
OD10351,Hank,"Eggs, Meat & Fish",Eggs,Philadelphia,07/10/2019,South,1960.93,0.28,429.73,New Hampshire,NH
OD10352,Eleanor,Snacks,Noodles,Detroit,07/08/2019,Midwest,2485.58,0.22,864.88,Rhode Island,RI
OD10353,Natalie,Bakery,Cakes,San Francisco,03/21/2019,South,2333.35,0.12,724.32,Maine,ME
OD10354,Natalie,Oil & Masala,Masalas,San Diego,01/21/2020,West,829.72,0.11,405.96,North Carolina,NC
OD10355,Lila,Snacks,Noodles,Los Angeles,12/13/2020,South,1266.72,0.1,831.36,Oklahoma,OK
OD10356,Hayden,Oil & Masala,Edible Oil & Ghee,Detroit,04/24/2020,Northeast,1638.46,0.15,778.2,Washington,WA
OD10357,Liam,Bakery,Breads & Buns,Seattle,08/26/2019,Midwest,1201.33,0.34,908.2,South Carolina,SC
OD10358,Xena,Beverages,Health Drinks,Indianapolis,10/12/2019,South,1845.73,0.24,830.11,Hawaii,HI
OD10359,Vincent,Fruits & Veggies,Organic Vegetables,Dallas,07/20/2019,South,546.44,0.3,834.85,New York,NY
OD10360,Abby,Beverages,Soft Drinks,Chicago,10/10/2020,West,979.9,0.31,695.36,Arizona,AZ
OD10361,Maddox,"Eggs, Meat & Fish",Fish,Fort Worth,08/09/2019,Northeast,1526.99,0.22,293.85,North Dakota,ND
OD10362,Bella,Beverages,Health Drinks,Los Angeles,08/14/2019,South,760.28,0.26,87.72,Delaware,DE
OD10363,Uma,Oil & Masala,Edible Oil & Ghee,Denver,03/28/2019,West,722.42,0.34,853.26,Texas,TX
OD10364,Milo,Oil & Masala,Edible Oil & Ghee,San Jose,02/27/2020,South,2014.48,0.15,80.17,Indiana,IN
OD10365,Yasmine,"Eggs, Meat & Fish",Fish,New York,11/11/2019,Midwest,998.87,0.27,64.18,Massachusetts,MA
OD10366,Hayden,Snacks,Chocolates,Los Angeles,01/25/2019,South,1871,0.26,363.72,Ohio,OH
OD10367,Wendy,Fruits & Veggies,Fresh Fruits,Detroit,01/01/2020,Northeast,1559.36,0.27,782.68,South Dakota,SD
OD10368,Grace,Fruits & Veggies,Fresh Fruits,Indianapolis,08/04/2020,South,1324.9,0.19,1007.03,Utah,UT
OD10369,Taylor,Snacks,Noodles,Columbus,05/14/2019,South,1093.37,0.33,227.69,New Mexico,NM
OD10370,Connor,Bakery,Cakes,Seattle,06/28/2020,South,1360.15,0.28,132.89,Colorado,CO
OD10371,Abby,Fruits & Veggies,Fresh Fruits,San Antonio,07/27/2019,West,1274.16,0.18,286.11,Alabama,AL
OD10372,Megan,Beverages,Health Drinks,Chicago,08/10/2019,West,1409.46,0.19,575.6,Nebraska,NE
OD10373,Hank,Snacks,Chocolates,San Antonio,02/05/2020,West,1935.1,0.27,552.81,Florida,FL
OD10374,Charlie,Beverages,Soft Drinks,Boston,03/17/2019,South,2487.86,0.15,492.15,California,CA
OD10375,Leo,Oil & Masala,Spices,Denver,07/23/2019,Midwest,1405.15,0.18,678.87,Mississippi,MS
OD10376,Uma,Bakery,Breads & Buns,Dallas,05/11/2020,South,2149.12,0.3,661.01,Wisconsin,WI
OD10377,Ryder,Fruits & Veggies,Organic Vegetables,Austin,01/14/2019,West,1817.8,0.16,758.25,Alaska,AK
OD10378,Jake,Fruits & Veggies,Organic Vegetables,Fort Worth,01/29/2019,South,1007.52,0.16,858.43,Kansas,KS
OD10379,Frank,"Eggs, Meat & Fish",Chicken,El Paso,11/30/2020,Northeast,739.08,0.22,351.21,Montana,MT
OD10380,Ian,Fruits & Veggies,Fresh Fruits,San Diego,11/04/2020,Midwest,741.15,0.25,602.84,Missouri,MO
OD10381,Maddox,"Eggs, Meat & Fish",Mutton,Austin,03/03/2019,West,2367.07,0.22,916.21,Idaho,ID
OD10382,Yuki,Bakery,Breads & Buns,Philadelphia,08/18/2019,South,943.17,0.22,416.42,Minnesota,MN
OD10383,Hayden,Oil & Masala,Edible Oil & Ghee,Austin,04/21/2020,South,2114.16,0.19,1014.85,Vermont,VT
OD10384,Connor,Snacks,Chocolates,Indianapolis,08/17/2019,West,636.19,0.26,319.73,Louisiana,LA
OD10385,Winnie,Oil & Masala,Edible Oil & Ghee,Houston,01/01/2020,Northeast,1703.47,0.13,532.1,Virginia,VA
OD10386,Violet,Oil & Masala,Spices,San Jose,07/18/2020,West,1243.98,0.35,971.35,Wyoming,WY
OD10387,Jasmine,"Eggs, Meat & Fish",Chicken,Fort Worth,05/18/2020,South,2284.73,0.28,131.23,Georgia,GA
OD10388,Sam,Snacks,Biscuits,New York,11/18/2020,South,2212.81,0.23,237.89,Nevada,NV
OD10389,Penelope,"Eggs, Meat & Fish",Mutton,Detroit,04/19/2020,West,1987.6,0.12,57.46,Oregon,OR
OD10390,Leo,Fruits & Veggies,Organic Fruits,Charlotte,03/24/2020,Northeast,2197.82,0.22,552.72,Arkansas,AR
OD10391,Natalie,Beverages,Health Drinks,Memphis,03/12/2019,Midwest,980.38,0.11,591.98,West Virginia,WV
OD10392,Hank,Fruits & Veggies,Fresh Vegetables,Denver,02/10/2020,South,908.87,0.11,95.58,Kentucky,KY
OD10393,Yara,Oil & Masala,Edible Oil & Ghee,Boston,10/09/2019,South,2339.29,0.21,159.93,Illinois,IL
OD10394,Riley,Food Grains,Cereals,Dallas,03/16/2019,Midwest,599.41,0.28,973.3,Pennsylvania,PA
OD10395,Felix,Snacks,Biscuits,Seattle,10/24/2019,West,610.73,0.31,746.63,Connecticut,CT
OD10396,Zane,Fruits & Veggies,Fresh Vegetables,Charlotte,01/24/2019,South,612.49,0.25,28.73,Tennessee,TN
OD10397,Katie,"Eggs, Meat & Fish",Mutton,Columbus,09/28/2020,West,1265.35,0.12,895.73,Michigan,MI
OD10398,Yara,Fruits & Veggies,Organic Vegetables,Jacksonville,09/04/2019,South,577.08,0.29,776.1,Maryland,MD
OD10399,Penelope,Beverages,Soft Drinks,New York,09/07/2020,South,1399.26,0.34,838.47,Iowa,IA
OD10400,Zara,Snacks,Noodles,Charlotte,07/07/2020,West,1409.54,0.32,565.18,New Jersey,NJ
OD10401,Travis,Oil & Masala,Spices,Houston,11/30/2020,Northeast,1904.63,0.17,841.97,New Hampshire,NH
OD10402,Bryan,Bakery,Breads & Buns,Washington,09/13/2020,Midwest,2360.89,0.12,273.63,Rhode Island,RI
OD10403,Xena,Food Grains,Cereals,Phoenix,05/28/2020,Midwest,1643.45,0.23,963.37,Maine,ME
OD10404,Eleanor,Snacks,Biscuits,Seattle,05/08/2019,West,1111,0.35,360.52,North Carolina,NC
OD10405,Luna,Snacks,Biscuits,San Diego,11/15/2019,West,2238.27,0.28,763.94,Oklahoma,OK
OD10406,Noah,Food Grains,Flour,San Antonio,11/15/2019,South,827.4,0.12,455.27,Washington,WA
OD10407,Kyle,Beverages,Health Drinks,Columbus,11/17/2019,Northeast,644.37,0.22,598.56,South Carolina,SC
OD10408,Jake,Bakery,Cakes,Memphis,01/29/2020,South,1348.13,0.3,1043.7,Hawaii,HI
OD10409,Quentin,Food Grains,Flour,Denver,12/10/2019,South,1497.36,0.22,645.12,New York,NY
OD10410,Paige,Snacks,Cookies,Houston,06/24/2019,South,1804.87,0.27,704.56,Arizona,AZ
OD10411,Xander,Food Grains,Rice,New York,12/04/2019,South,737.77,0.11,518.04,North Dakota,ND
OD10412,Victor,Fruits & Veggies,Organic Fruits,Detroit,04/02/2019,Northeast,874.14,0.27,557.42,Delaware,DE
OD10413,Jade,Fruits & Veggies,Organic Fruits,Phoenix,08/14/2020,South,1371.54,0.19,622.56,Texas,TX
OD10414,Ivy,Oil & Masala,Spices,El Paso,11/30/2020,West,1697.87,0.23,204.14,Indiana,IN
OD10415,Grace,Fruits & Veggies,Fresh Vegetables,Houston,02/20/2019,Northeast,861.65,0.25,130.94,Massachusetts,MA
OD10416,Uma,Bakery,Cakes,Denver,07/27/2020,South,2219.61,0.3,277.82,Ohio,OH
OD10417,Uma,Fruits & Veggies,Fresh Vegetables,Boston,06/12/2020,Northeast,1571.66,0.2,961.28,South Dakota,SD
OD10418,Riley,Food Grains,Rice,San Francisco,09/29/2019,South,863.32,0.26,900.76,Utah,UT
OD10419,Rebecca,Bakery,Cakes,Washington,04/03/2019,South,1369.84,0.26,1049.07,New Mexico,NM
OD10420,Rebecca,Oil & Masala,Edible Oil & Ghee,Charlotte,06/26/2020,South,1795.45,0.29,494.24,Colorado,CO
OD10421,Paul,"Eggs, Meat & Fish",Fish,Los Angeles,09/09/2020,South,1335.82,0.25,692.15,Alabama,AL
OD10422,Frank,Fruits & Veggies,Organic Vegetables,New York,08/04/2020,Midwest,763.01,0.12,908.78,Nebraska,NE
OD10423,Kylie,Food Grains,Flour,Detroit,01/12/2019,South,2422.7,0.19,348.26,Florida,FL
OD10424,Daniel,"Eggs, Meat & Fish",Chicken,Memphis,09/22/2019,West,693.49,0.31,178.87,California,CA
OD10425,Oscar,Snacks,Noodles,Dallas,09/16/2020,South,1830.34,0.27,280.83,Mississippi,MS
OD10426,Yara,Food Grains,Cereals,Detroit,11/18/2019,South,816.57,0.34,647.95,Wisconsin,WI
OD10427,Eleanor,Snacks,Cookies,San Francisco,06/04/2020,Northeast,1688.95,0.31,596.66,Alaska,AK
OD10428,Megan,"Eggs, Meat & Fish",Eggs,Fort Worth,04/02/2019,West,2288.96,0.17,958.86,Kansas,KS
OD10429,Rebecca,Fruits & Veggies,Organic Vegetables,San Diego,12/26/2020,South,668.6,0.24,279.56,Montana,MT
OD10430,Jade,Snacks,Chocolates,Jacksonville,07/06/2020,South,1258.01,0.15,849.3,Missouri,MO
OD10431,Aiden,Food Grains,Flour,Memphis,09/29/2020,South,585.9,0.27,1002.1,Idaho,ID
OD10432,Jade,Oil & Masala,Spices,San Francisco,10/21/2019,South,1161.52,0.31,1052.23,Minnesota,MN
OD10433,Ian,"Eggs, Meat & Fish",Chicken,New York,08/28/2019,Midwest,1972.68,0.3,742.44,Vermont,VT
OD10434,Taylor,Oil & Masala,Masalas,Detroit,01/21/2020,South,1835.11,0.15,551.51,Louisiana,LA
OD10435,Owen,"Eggs, Meat & Fish",Eggs,Detroit,02/09/2020,South,1064.81,0.11,360.8,Virginia,VA
OD10436,Olivia,Oil & Masala,Edible Oil & Ghee,Denver,10/21/2020,South,1091.44,0.1,590.26,Wyoming,WY
OD10437,Zach,Fruits & Veggies,Organic Fruits,San Diego,05/01/2020,South,597.96,0.17,87.35,Georgia,GA
OD10438,Rebecca,Snacks,Cookies,Austin,08/14/2019,South,1925.37,0.12,867.53,Nevada,NV
OD10439,Ian,Fruits & Veggies,Organic Vegetables,Philadelphia,01/19/2020,South,1972.7,0.15,868.04,Oregon,OR
OD10440,Vincent,Snacks,Noodles,Memphis,11/01/2019,South,791.01,0.21,1033.37,Arkansas,AR
OD10441,Kylie,Snacks,Biscuits,Austin,07/12/2020,South,1595.84,0.28,1041.09,West Virginia,WV
OD10442,Paul,Beverages,Health Drinks,Memphis,08/08/2019,South,526.67,0.23,1048.81,Kentucky,KY
OD10443,Hannah,"Eggs, Meat & Fish",Chicken,Austin,11/20/2019,West,1599.07,0.32,773.76,Illinois,IL
OD10444,Kai,Bakery,Breads & Buns,Boston,10/11/2020,South,2200.79,0.2,785.75,Pennsylvania,PA
OD10445,Gavin,Fruits & Veggies,Organic Vegetables,Memphis,01/07/2019,South,2176.46,0.2,459.54,Connecticut,CT
OD10446,Quinn,Beverages,Health Drinks,San Francisco,08/14/2020,South,624.38,0.12,1047.99,Tennessee,TN
OD10447,Fiona,Fruits & Veggies,Fresh Fruits,New York,04/08/2019,West,766.09,0.11,305.74,Michigan,MI
OD10448,Uma,"Eggs, Meat & Fish",Fish,Memphis,10/13/2020,Northeast,2228.43,0.35,33.45,Maryland,MD
OD10449,Delilah,Fruits & Veggies,Fresh Vegetables,Philadelphia,12/06/2020,South,1085.43,0.1,1099.31,Iowa,IA
OD10450,Delilah,Food Grains,Organic Staples,Washington,12/28/2019,Northeast,2010.6,0.15,729.98,New Jersey,NJ
OD10451,Emma,Food Grains,Flour,Fort Worth,10/12/2019,West,1824.66,0.13,872.6,New Hampshire,NH
OD10452,Gavin,Snacks,Cookies,Jacksonville,09/02/2019,West,595.11,0.31,438.17,Rhode Island,RI
OD10453,Isabel,Snacks,Biscuits,Dallas,05/26/2019,Midwest,1376.32,0.33,70.44,Maine,ME
OD10454,Eva,Fruits & Veggies,Organic Vegetables,Indianapolis,04/26/2019,South,1130.47,0.28,260.9,North Carolina,NC
OD10455,Kylie,Food Grains,Organic Staples,Charlotte,05/24/2019,West,2323.27,0.14,92.01,Oklahoma,OK
OD10456,Amelia,Oil & Masala,Spices,Denver,02/11/2020,South,965.5,0.31,300.33,Washington,WA
OD10457,Milo,Fruits & Veggies,Fresh Fruits,Washington,08/17/2020,South,2020.11,0.16,219.63,South Carolina,SC
OD10458,Yara,Snacks,Cookies,Dallas,04/22/2019,South,2448.79,0.13,305.48,Hawaii,HI
OD10459,Bob,Bakery,Cakes,New York,02/07/2020,South,2071.16,0.15,745.58,New York,NY
OD10460,Delilah,Food Grains,Cereals,San Jose,03/24/2019,South,685.81,0.31,985.47,Arizona,AZ
OD10461,Tessa,Snacks,Chocolates,Austin,09/12/2020,South,847.54,0.28,636.83,North Dakota,ND
OD10462,Xena,"Eggs, Meat & Fish",Eggs,Memphis,11/28/2020,West,1082.6,0.34,265.13,Delaware,DE
OD10463,Leo,Beverages,Soft Drinks,Memphis,06/04/2020,West,1328.97,0.19,1015.85,Texas,TX
OD10464,Ben,Oil & Masala,Edible Oil & Ghee,El Paso,04/19/2019,West,576.01,0.26,737.36,Indiana,IN
OD10465,Zach,Bakery,Breads & Buns,Indianapolis,06/02/2019,West,630.02,0.28,843.01,Massachusetts,MA
OD10466,Yara,Fruits & Veggies,Fresh Vegetables,Washington,12/17/2019,Midwest,1025.33,0.22,137.36,Ohio,OH
OD10467,Samantha,Food Grains,Organic Staples,Houston,04/24/2019,South,847.73,0.2,905.24,South Dakota,SD
OD10468,Oliver,Snacks,Noodles,Jacksonville,02/14/2020,West,1261.38,0.16,276.82,Utah,UT
OD10469,Gina,Beverages,Soft Drinks,Memphis,07/06/2020,Northeast,656.97,0.32,865.41,New Mexico,NM
OD10470,Chloe,Snacks,Cookies,San Antonio,04/16/2019,South,2036.88,0.31,176.1,Colorado,CO
OD10471,Penelope,Beverages,Health Drinks,San Antonio,10/31/2019,South,1326.71,0.33,679.6,Alabama,AL
OD10472,Aiden,Snacks,Biscuits,Austin,11/11/2019,South,2286.15,0.29,497.62,Nebraska,NE
OD10473,Uma,Fruits & Veggies,Organic Vegetables,Memphis,08/11/2020,West,2064.92,0.27,1094.21,Florida,FL
OD10474,Tessa,Food Grains,Rice,Austin,01/10/2019,West,1286.82,0.12,842.06,California,CA
OD10475,Bryan,Oil & Masala,Edible Oil & Ghee,Los Angeles,08/11/2020,Northeast,2260.12,0.15,762.29,Mississippi,MS
OD10476,Liam,Fruits & Veggies,Organic Vegetables,Charlotte,08/17/2019,South,1031.5,0.22,218.71,Wisconsin,WI
OD10477,Henry,Beverages,Soft Drinks,Dallas,03/25/2020,South,1969.75,0.11,396.71,Alaska,AK
OD10478,Owen,"Eggs, Meat & Fish",Eggs,Dallas,09/14/2019,South,1049.38,0.3,380.42,Kansas,KS
OD10479,Ulysses,Snacks,Biscuits,Denver,08/20/2019,South,1359.04,0.23,331.8,Montana,MT
